Sentence ID,Prediction
20101100009,10
20101100010,14
20101100011,14
20101100012,10
20101100013,14
20101100014,14
20101100015,14
20101100016,14
20101100018,14
20101100019,14
20101100020,14
20101100021,14
20101100022,13
20101100023,12
20101100024,14
20101100026,10
20101100027,12
20101270001,14
20101270002,14
20101270003,14
20101270004,14
20101270005,14
20101270006,11
20101270007,6
20101270008,14
20101270009,14
20101270010,14
20101270011,14
20101270012,14
20101270013,7
20101270014,14
20101270015,16
20101270016,15
20101270017,14
20101270018,14
20101270019,14
20101270020,14
20101270021,15
20101270022,14
20101410001,12
20101410002,10
20101410003,12
20101410004,14
20101410005,12
20101410006,14
20101410007,10
20101410008,12
20101410009,15
20101410010,14
20101410011,7
20101410012,10
20101410013,10
20101410014,10
20101410015,14
20101410016,14
20101410017,12
20101410018,16
20101410019,12
20101410020,11
20101410021,15
20101410022,14
20101410023,14
20101410024,7
20101410025,13
20101410026,14
20101410027,10
20101410028,7
20101410029,14
20101410030,14
20101410031,7
20101410032,7
20101410033,10
20200130001,14
20200130002,12
20200130003,14
20200130004,12
20200130005,15
20200130006,15
20200130007,15
20200130008,15
20200130009,12
20200130010,14
20200130011,10
20200130012,15
20200130013,10
20200130014,15
20200130015,14
20200130016,15
20200130017,15
20200130018,15
20200130019,15
20200130020,12
20200140001,14
20200140002,14
20200140003,15
20200140004,10
20200140005,14
20200140006,10
20200140007,10
20200140008,14
20200140009,10
20200140010,14
20200140011,9
20200140012,11
20200140013,13
20200140016,14
20200140017,14
20200140018,15
20200140019,15
20200150001,11
20200150002,14
20200150003,14
20200150004,14
20200150005,14
20200150006,14
20200150007,14
20200150008,11
20200150009,11
20200150010,11
20200150011,15
20200150012,15
20200150013,13
20200150014,11
20200150015,14
20200150016,14
20200150017,13
20200150018,14
20200150019,14
20200150020,15
20200160001,14
20200160002,14
20200160003,14
20200160006,14
20200160007,14
20200160008,11
20200160009,15
20200160010,14
20200160011,14
20200160013,15
20200160014,14
20200160015,14
20200160016,14
20200160017,14
20200160018,14
20201020001,8
20201020002,14
20201020003,11
20201020004,14
20201020005,12
20201020006,15
20201020007,14
20201020008,16
20201020010,14
20201020011,12
20201020012,15
20201020013,11
20201020015,13
20201020016,14
20201020017,13
20201020018,10
20201020019,11
20201020020,12
20201030001,13
20201030002,10
20201030003,12
20201030004,14
20201030006,10
20201030007,14
20201030008,9
20201030009,13
20201030012,10
20201030013,10
20201030014,12
20201030015,14
20201030016,8
20201030017,11
20201030019,14
20201030020,14
20201040001,12
20201040002,15
20201040003,11
20201040004,12
20201040005,14
20201040006,14
20201040008,14
20201040009,14
20201040010,14
20201040011,14
20201040013,12
20201040014,14
20201040015,14
20201040016,14
20201040017,15
20201040018,14
20201040019,14
20201040020,12
20201050001,11
20201050002,12
20201050003,15
20201050004,9
20201050006,7
20201050007,10
20201050008,10
20201050009,10
20201050010,12
20201050011,10
20201050012,14
20201050013,10
20201050014,12
20201050015,14
20201050016,10
20201050017,14
20201050018,10
20201050019,10
20201050020,14
20201060001,11
20201060002,11
20201060003,11
20201060004,14
20201060005,14
20201060006,11
20201060007,14
20201060008,14
20201060009,14
20201060010,14
20201060011,13
20201060012,13
20201060013,14
20201060014,13
20201060015,14
20201060016,11
20201060017,11
20201060018,13
20201060019,14
20201060020,14
20201070001,12
20201070002,14
20201070003,13
20201070004,14
20201070006,10
20201070008,14
20201070009,12
20201070010,14
20201070011,14
20201070012,14
20201070013,14
20201070015,10
20201070016,10
20201070017,14
20201070018,13
20201070019,14
20201070020,11
20300230002,10
20300230003,13
20300230004,10
20300230005,12
20300230006,16
20300230007,4
20300230008,10
20300230009,4
20300230010,16
20300230011,10
20300230012,12
20300230013,10
20300230014,10
20300230015,10
20300230016,12
20300230017,10
20300230018,10
20300230019,13
20300230020,4
20300230021,16
20300230022,4
20300230023,4
20300230024,4
20300230025,10
20300230026,10
20300230027,10
20300230028,13
20300230029,10
20300230030,13
20300230031,10
20300230033,10
20300230034,13
20300230035,10
20300230036,11
20300230037,13
20300230038,10
20300230039,12
20300230040,4
20300230041,4
20300230042,10
20300230043,10
20300230044,10
20300230045,10
20300230046,13
20300230047,4
20300230048,14
20300230049,16
20300230050,13
20300230051,10
20300230052,10
20300300001,10
20300300002,13
20300300003,10
20300300004,13
20300300005,10
20300300006,10
20300300007,8
20300300008,10
20300300009,10
20300300010,13
20300300011,10
20300300012,10
20300300013,10
20300300014,10
20300300015,10
20300300016,12
20300300017,10
20300300018,12
20300300019,14
20300300020,12
20300300021,12
20300300022,15
20300300023,12
20300300024,10
20300300025,14
20300300026,8
20300300027,12
20300300028,13
20300300029,10
20300300030,10
20300300031,10
20300300032,12
20300300033,12
20300300034,11
20300300035,11
20300300036,12
20300300037,10
20300300038,10
20300300039,13
20300300040,10
20300300041,12
20300300042,10
20300300043,9
20300300044,10
20300300045,12
20300300046,10
20300300047,8
20300300048,10
20300440001,12
20300440002,15
20300440003,15
20300440004,15
20300440005,15
20300440006,15
20300440007,15
20300440008,15
20300440009,15
20300440010,15
20300440011,15
20300440012,15
20300440013,15
20300440014,15
20300440015,15
20300440016,15
20300440017,15
20300440018,14
20300440019,16
20300440020,12
20300440021,15
20300440022,11
20300440023,15
20300440024,15
20300440025,16
20300440026,15
20300440027,14
20300440028,12
20300440029,13
20300440030,14
20300440031,15
20300440032,5
20300440033,16
20300440034,14
20300440035,15
20300440036,10
20300440037,11
20300440038,10
20300450001,3
20300450002,13
20300450003,13
20300450004,12
20300450005,14
20300450006,10
20300450007,13
20300450008,13
20300450009,13
20300450010,13
20300450011,10
20300450012,13
20300450013,10
20300450014,12
20300450015,11
20300450016,16
20300450017,12
20300450018,12
20300450019,12
20300450020,12
20300450021,14
20300450022,10
20300450023,12
20300450024,10
20300450025,13
20300450026,12
20300450027,10
20300450028,12
20300450029,13
20300450030,12
20300450031,10
20300450032,13
20300450033,10
20300450034,12
20300450035,10
20300450036,10
20300450037,13
20400070001,8
20400070002,14
20400070003,11
20400070004,10
20400070005,12
20400070006,12
20400070007,13
20400070008,14
20400070009,12
20400070010,14
20400070011,13
20400070013,5
20400070014,12
20400070015,13
20400070016,7
20400070017,5
20400070018,10
20400070019,10
20400070020,12
20400070021,12
20400070022,13
20400070023,8
20400070024,7
20400070025,12
20400070026,12
20400070027,12
20400070028,7
20400070029,12
20400070030,7
20400070031,5
20400070032,13
20400070033,7
20400070034,7
20400070035,7
20400070036,13
20400070037,12
20400070038,10
20400070039,7
20400070040,9
20400070041,10
20400070042,8
20400070043,7
20400070044,11
20400070045,10
20400070046,10
20400070047,12
20400070048,7
20400070049,5
20400070050,12
20400070051,7
20400070052,12
20400070053,11
20400070054,11
20400070055,7
20400070056,9
20400070057,10
20400070058,10
20400070059,11
20400070060,11
20400070061,8
20400070062,10
20400070063,12
20400070064,14
20400070065,12
20400070066,12
20400070067,12
20400070068,12
20400070069,12
20400070070,6
20400070072,10
20400070073,7
20400070074,16
20400070075,10
20400070076,12
20400070077,11
20400270001,10
20400270002,11
20400270003,12
20400270004,14
20400270005,3
20400270006,7
20400270007,15
20400270008,12
20400270009,10
20400270010,15
20400270011,15
20400270012,15
20400270013,12
20400270014,11
20400270015,11
20400270016,10
20400270018,17
20400270019,15
20400270020,15
20400270021,11
20400270022,10
20400270023,11
20400270024,15
20400270025,11
20400270026,3
20400270027,11
20400270028,3
20400270029,3
20400270030,11
20400270031,8
20400270032,10
20400270033,10
20400270034,10
20400270035,5
20400270036,8
20400270037,8
20400270038,10
20400270039,11
20400270040,9
20400270041,10
20400270043,9
20400270044,8
20400270045,15
20400270046,10
20400270047,15
20400270048,5
20400270049,10
20400270050,12
20400270051,8
20400270052,4
20400270053,7
20400270054,7
20400270055,6
20400270056,10
20400270057,12
20400270058,12
20400270059,7
20400270060,11
20400270061,7
20400270062,3
20400270063,12
20400270064,7
20400270065,3
20400270066,12
20400270067,7
20400270068,15
20400270069,15
20400270070,17
20400270071,11
20400270072,5
20400270073,10
20400270074,4
20400270075,1
20400270076,10
20400270077,7
20400270078,7
20400270079,11
20400270080,7
20400270081,10
20400270082,10
20400270083,10
20400270084,11
20400270085,12
20400270086,12
20400270087,12
20400270088,14
20400270089,8
20400460001,5
20400460002,15
20400460003,6
20400460004,15
20400460005,7
20400460006,15
20400460007,10
20400460008,10
20400460009,11
20400460010,10
20400460011,11
20400460012,15
20400460013,15
20400460014,14
20400460015,14
20400460016,5
20400460017,15
20400460018,5
20400460019,7
20400460020,15
20400460021,10
20400460022,10
20400460023,15
20400460024,15
20400460025,15
20400460026,11
20400460027,15
20400460028,15
20400460029,15
20400460030,14
20400460031,14
20400460032,14
20400460033,14
20400460034,15
20400460035,15
20400460036,15
20400460037,15
20400460039,14
20400460040,15
20400460041,15
20400460042,15
20400460043,15
20400460044,14
20400460045,12
20400460046,15
20400460047,7
20400460048,12
20400460049,14
20400460050,7
20400460051,10
20400460052,14
20400460053,12
20400460054,10
20400460055,14
20400460056,15
20400460057,15
20400460058,12
20400460059,14
20400460060,14
20400460061,14
20400460062,15
20400460063,15
20400460064,7
20400460065,14
20400460066,8
20400460067,14
20400460068,14
20400560001,7
20400560002,11
20400560003,5
20400560004,5
20400560005,4
20400560006,5
20400560007,14
20400560008,11
20400560009,7
20400560010,7
20400560011,11
20400560012,14
20400560013,14
20400560014,11
20400560015,11
20400560016,12
20400560017,7
20400560018,11
20400560019,12
20400560020,11
20400560021,5
20400560022,14
20400560023,10
20400560024,7
20400560025,11
20400560026,12
20400560027,10
20400560028,11
20400560029,14
20400560030,14
20400560031,10
20400560032,12
20400560033,11
20400560034,11
20400560035,11
20400560036,11
20400560037,11
20400560038,14
20400560039,11
20400560040,14
20400560041,14
20400560042,11
20400560043,7
20400560044,11
20400560045,7
20400560046,9
20400560047,11
20400560048,5
20400560049,7
20400560050,11
20400560051,7
20400560052,7
20400560053,7
20400560054,11
20400560055,14
20400560056,14
20400560057,12
20400560058,3
20400560059,3
20400560060,5
20400560061,11
20400560062,5
20400560063,11
20400560064,12
20400560065,5
20400560067,5
20400560068,5
20400560069,14
20400560070,14
20400560071,10
20400560072,11
20400560073,11
20400560074,11
20400560075,14
20400560076,11
20400560077,11
20400560078,7
20400560079,14
20400560080,14
20400560081,5
21500010001,14
21500010002,12
21500010003,14
21500010004,14
21500010005,12
21500010006,14
21500010007,10
21500010008,10
21500010009,11
21500010010,10
21500010011,10
21500010012,12
21500010013,8
21500010014,10
21500010015,8
21500010016,8
21500010017,13
21500010018,8
21500010019,10
21500010020,14
21500020001,14
21500020002,12
21500020003,10
21500020004,14
21500020005,12
21500020006,14
21500020007,14
21500020008,15
21500020009,14
21500030001,7
21500030002,14
21500030003,14
21500030004,14
21500030005,14
21500030006,14
21500030007,14
21500030008,14
21500030009,14
21500030010,14
21500040001,5
21500040002,12
21500040003,14
21500040004,12
21500040005,14
21500040006,14
21500040007,12
21500040008,14
21500040010,14
21500040011,12
21500050001,10
21500050002,12
21500050003,11
21500050004,8
21500050005,10
21500050006,12
21500050007,10
21500050008,13
21500050009,10
21500050010,10
21500050011,12
21500050012,12
21500050013,14
21500050014,10
21500050015,12
21500050016,13
21500050017,10
21500050018,10
21500050019,13
21500050020,10
21500050021,10
21500050022,13
21500050023,13
21500050024,13
21500050025,10
21500050026,8
21500060001,14
21500060002,12
21500060003,10
21500060004,14
21500060005,4
21500060006,16
21500060007,14
21500060008,10
21500060009,14
21500060010,12
21500060012,14
21500060013,13
21500060014,14
21500060015,14
21500060016,12
21500060017,8
21500060018,14
21500060019,14
21500060020,10
21500060021,14
21500060022,13
21500060023,8
21500060024,14
21500070001,15
21500070002,15
21500070003,15
21500070004,15
21500070005,15
21500070006,8
21500070007,14
21500070008,14
21500070009,14
21500070010,13
21500070011,14
21500070012,14
21500070013,14
21500070014,13
21500070015,14
21500070016,14
21500070017,10
21500070018,15
21500070019,14
21500080001,14
21500080002,14
21500080003,14
21500080004,14
21500080005,12
21500080006,12
21500080007,8
21500080008,10
21500080009,14
21500080010,14
21500080011,14
21500080012,8
21500080013,12
21500080014,14
21500080015,14
21500080016,14
21500080017,14
21500080018,14
21500090001,14
21500090002,14
21500090003,14
21500090004,14
21500090005,12
21500090006,14
21500090007,14
21500090008,12
21500090009,14
21500090010,12
21500090011,14
21500090012,14
21500090013,14
21500090014,10
21500090015,12
21500100001,11
21500100002,14
21500100003,12
21500100004,11
21500100005,14
21500100006,12
21500100007,10
21500100008,14
21500100009,14
21500100010,10
21500100011,14
21500100012,14
21500100013,14
21500100014,12
21500100015,12
21500100016,8
21500100017,14
21500110001,14
21500110002,12
21500110003,14
21500110004,15
21500110005,14
21500110006,14
21500110007,14
21500110008,14
21500110009,15
21500110010,15
21500120001,14
21500120002,12
21500120003,14
21500120004,12
21500120005,10
21500120006,11
21500120007,13
21500120008,12
21500120009,7
21500120010,12
21500120011,14
21500120012,14
21500120013,12
21500120014,10
21500120015,12
21500120016,12
21500120017,12
21500120018,4
21500120019,12
21500120020,16
21500120021,9
21500120022,12
21500120023,12
21500120024,12
21500120025,12
21500120026,8
21500120027,10
21500120028,14
21500120029,10
21500120030,13
21500130001,14
21500130002,14
21500130003,14
21500130004,14
21500130005,14
21500130006,12
21500130007,14
21500130008,15
21500130009,14
21500130010,14
21500130011,14
21500130012,12
21500140001,15
21500140002,14
21500140003,14
21500140004,14
21500140005,14
21500140006,14
21500140007,15
21500140008,14
21500140009,15
21500140010,14
21500140011,14
21500140012,15
21500140013,15
21500150001,12
21500150002,14
21500150003,9
21500150004,8
21500150005,12
21500150006,8
21500150007,11
21500150008,8
21500150009,10
21500150010,8
21500150011,12
21500150012,15
21500150013,14
21500150014,14
21500150015,14
21500150016,10
21500150017,13
21500150018,8
21500150019,14
21500150020,13
21500160001,15
21500160002,12
21500160003,14
21500160004,14
21500160005,14
21500160006,14
21500160007,14
21500160008,8
21500160009,14
21500160010,8
21500160011,12
21500170001,13
21500170002,14
21500170003,12
21500170004,12
21500170005,11
21500170006,10
21500170007,12
21500170008,11
21500170009,10
21500170010,10
21500170011,14
21500170012,12
21500170013,12
21500170014,14
21500170015,12
21500170016,12
21500180001,7
21500180002,14
21500180003,14
21500180004,14
21500180005,12
21500180006,14
21500180007,12
21500180008,14
21500180009,14
21500180010,14
21500180011,11
21500180012,14
21500180013,12
21500180014,14
21500180015,12
21500190001,15
21500190002,14
21500190003,14
21500190004,15
21500190005,8
21500190006,15
21500190007,12
21500190008,15
21500190009,14
21500190010,12
21500190011,8
21500190012,15
21500190013,15
21500190014,14
30100630001,5
30100630002,7
30100630003,5
30100630004,14
30100630005,15
30100630006,12
30100630007,10
30100630008,14
30100630009,14
30100630010,14
30100630011,12
30100630012,14
30100630013,14
30100630014,12
30100630015,14
30100630016,10
30100630017,13
30100630018,14
30100630019,14
30100630020,12
30100630021,14
30100630022,14
30100630023,12
30100630024,15
30100630025,14
30100630026,15
30100630027,16
30100630028,16
30100630029,15
30100630030,4
30100630031,16
30100710001,14
30100710002,8
30100710003,14
30100710004,12
30100710005,13
30100710006,14
30100710007,10
30100710008,12
30100710009,12
30100710010,11
30100710011,12
30100710013,12
30100710014,15
30100710015,14
30100710016,14
30100710017,16
30100710018,14
30100710019,11
30100710020,12
30100710021,11
30100710022,12
30100710023,12
30100710024,8
30100710025,14
30100710026,12
30100710027,14
30100710028,14
30100710029,14
30100710030,14
30100710031,15
30100710032,8
30100710033,14
30100710034,14
30100710035,12
30100710036,12
30100710037,14
30100970001,7
30100970002,14
30100970003,14
30100970004,16
30100970005,14
30100970006,12
30100970007,12
30100970008,16
30100970009,16
30100970010,16
30100970011,15
30100970012,14
30100970013,15
30100970014,15
30100970015,14
30100970016,14
30100970017,7
30100970018,15
30100970019,15
30100970020,14
30100970021,15
30100970022,14
30100970023,14
30100970024,12
30100970025,14
30100970026,14
30100970027,14
30100970028,12
30101030002,7
30101030003,6
30101030004,15
30101030005,15
30101030006,4
30101030007,10
30101030008,15
30101030009,15
30101030010,15
30101030011,15
30101030012,14
30101030013,14
30101030014,12
30101030015,14
30101030016,15
30101030017,14
30101030018,12
30101030019,10
30101030020,14
30101030021,14
30101030022,14
30101030023,14
30101030024,12
30101030025,14
30101120001,11
30101120002,12
30101120003,13
30101120004,10
30101120005,12
30101120006,14
30101120007,12
30101120008,13
30101120009,14
30101120010,2
30101120011,10
30101120012,12
30101120013,14
30101120014,14
30101120015,12
30101120016,11
30101120017,12
30101120018,12
30101120019,12
30101120020,12
30101120022,14
30101120023,12
30101120024,11
30101120025,8
30101120027,14
30101120028,10
30101120029,8
30101120030,16
30101120031,10
30101160001,11
30101160002,14
30101160003,3
30101160004,9
30101160005,12
30101160006,14
30101160007,15
30101160008,14
30101160009,14
30101160010,5
30101160011,12
30101160012,12
30101160014,10
30101160015,12
30101160016,10
30101160017,12
30101160018,15
30101160019,12
30101160020,14
30101160021,14
30101160022,14
30101160023,12
30101160024,12
30101160025,6
30101160026,10
30101160027,13
30101160028,12
30101160029,10
30101160030,14
30101160031,10
30101160032,10
30101160033,10
30101160034,7
30101160035,14
30101160036,12
30101160037,12
30101160038,12
30101160039,14
30101160040,12
30101160041,12
30101160042,10
30101160043,14
30101160044,14
30101160045,13
30101160046,10
30101160047,12
30101160048,10
30101160049,13
30101160050,10
30101160051,13
30101160052,11
30101160053,12
30101160054,14
30101160055,12
30101160056,12
30101160057,11
30101160058,13
30300320001,3
30300320002,3
30300320003,12
30300320004,5
30300320005,5
30300320006,10
30300320007,14
30300320009,14
30300320010,14
30300320011,14
30300320012,14
30300320013,8
30300320014,15
30300320015,12
30300320016,14
30300320017,12
30300320018,14
30300320019,15
30300320020,15
30300320021,14
30300320022,14
30300320023,12
30300320024,15
30300320026,12
30300320027,14
30300320029,14
30300320030,12
30300320031,14
30300320032,12
30300340001,6
30300340003,3
30300340004,14
30300340005,12
30300340006,5
30300340007,7
30300340008,10
30300340009,8
30300340010,11
30300340012,12
30300340013,15
30300340014,10
30300340015,12
30300340016,10
30300340017,12
30300340018,9
30300340019,7
30300340021,10
30300340022,8
30300340023,11
30300340024,14
30300340025,12
30300340027,14
30300340028,14
30300340029,12
30300340030,7
30300340031,14
30300340032,14
30300340033,13
30300340034,14
30300340035,14
30300340036,14
30300340037,12
30300340038,14
30300340039,14
30300340040,10
30300340041,12
30300340042,12
30300340043,14
30300430001,7
30300430002,14
30300430003,13
30300430004,7
30300430005,5
30300430006,5
30300430007,14
30300430008,14
30300430009,15
30300430010,12
30300430011,14
30300430012,14
30300430013,12
30300430014,14
30300430015,14
30300430016,15
30300430017,14
30300430018,14
30300430019,14
30300430020,10
30300430021,15
30300430022,14
30300430023,14
30300430024,12
30300430025,14
30300430026,14
30300430027,14
30300430028,10
30300430029,12
30300510001,3
30300510002,5
30300510003,12
30300510004,8
30300510005,5
30300510007,10
30300510008,10
30300510009,10
30300510010,10
30300510011,13
30300510012,10
30300510013,11
30300510014,10
30300510015,13
30300510016,6
30300510017,10
30300510018,12
30300510019,12
30300510020,12
30300510021,12
30300510022,14
30300510023,12
30300510024,12
30300510026,10
30300510027,12
30300510028,8
30300510029,7
30300510030,5
30300510031,12
30300510032,12
30300510033,10
30300510034,10
30300510035,10
30300510037,10
30300510038,11
30300510039,10
30300510040,6
30300510041,12
30300510042,10
30300510044,12
30300510045,11
30300510046,12
30300510047,6
30300510048,8
30300510049,10
30300510051,10
30300510052,11
30300510053,8
30300510054,10
30300510055,10
30300510056,10
30300510057,8
30300510058,9
30300510059,10
30300510060,10
30300510061,9
30300510062,10
30300510063,10
30300510064,7
30300510065,10
30300510066,7
30300510067,8
30300510068,7
30300510069,12
30300510070,14
30300510071,10
30300510072,11
30300510073,12
30300520001,11
30300520002,11
30300520003,3
30300520004,13
30300520005,5
30300520006,12
30300520007,14
30300520008,12
30300520010,12
30300520011,12
30300520012,13
30300520013,12
30300520014,14
30300520015,12
30300520016,14
30300520017,12
30300520018,10
30300520019,11
30300520020,10
30300520021,12
30300520023,4
30300520024,12
30300520025,14
30300520026,11
30300520027,14
30300520028,10
30300520029,14
30300520030,14
30300520031,14
30300520032,12
30300520034,14
30300520035,10
30300520036,14
30300520037,12
30300520038,14
30300520039,12
30300520040,12
30300520041,14
30300520042,12
30300520043,8
30300620001,7
30300620002,1
30300620003,12
30300620004,7
30300620005,5
30300620006,8
30300620007,11
30300620008,10
30300620009,13
30300620010,7
30300620011,12
30300620012,12
30300620013,10
30300620014,10
30300620015,13
30300620016,8
30300620017,10
30300620018,10
30300620019,10
30300620020,11
30300620021,9
30300620022,10
30300620023,10
30300620024,12
30300620025,8
30300620026,4
30300620027,9
30300620028,10
30300620029,2
30300620030,4
30300620031,7
30300620032,8
30300620033,10
30300620034,14
30300620035,13
30300620036,10
30300620037,7
30300620038,10
30300620039,7
30300620040,10
30300620041,10
30300620042,10
30300620043,10
30300620044,13
30300620045,7
30300620046,8
30300620047,10
30300620048,10
30300620049,10
30300620050,10
30300620051,12
30300620052,9
30300620053,7
30300620054,6
30300620055,9
30300620056,10
30300620057,12
30300620058,12
30300620059,10
30300620060,14
30300620061,11
30300620062,12
30300620063,13
30300620064,14
30300620065,14
30300620066,7
30300620067,12
30300620068,14
30300620069,7
30300620070,12
30300620071,12
30300620072,13
30400100001,14
30400100002,14
30400100003,14
30400100004,14
30400100005,14
30400100006,14
30400100007,14
30400100008,14
30400100009,12
30400100010,14
30400100011,14
30400100012,14
30400100013,14
30400100014,12
30400100015,14
30400100016,14
30400100017,14
30400100018,14
30400100019,14
30400100020,14
30400100021,14
30400100023,3
30400100024,10
30400100026,12
30400100027,14
30400100028,14
30400100029,14
30400100030,14
30400100031,14
30400100032,14
30400100033,14
30400100034,14
30400100035,14
30400100036,14
30400100037,14
30400100038,14
30400100039,14
30400100040,14
30400100041,14
30400100042,14
30400100043,14
30400100044,14
30400100045,14
30400100046,14
30400100047,14
30400100048,14
30400100049,14
30400100050,14
30400100051,14
30400100052,14
30400100053,14
30400100054,14
30400100055,14
30400100056,12
30400100057,14
30400100058,14
30400100059,14
30400100060,14
30400100061,14
30400100062,14
30400100063,14
30400100064,14
30400100065,14
30400100066,14
30400100067,14
30400100068,14
30400100069,14
30400100070,14
30400100071,14
30400100072,14
30400100073,14
30400100074,14
30400100075,12
30400100076,14
30400100077,14
30400100078,14
30400100079,14
30400100080,7
30400100081,14
30400100083,14
30400100084,11
30400100085,12
30400100086,14
30400100087,12
30400100088,13
30400100089,12
30400100090,12
30400100091,14
30400100092,14
30400100093,14
30400100094,14
30500130001,7
30500130002,13
30500130003,12
30500130004,12
30500130005,11
30500130006,14
30500130007,15
30500130008,16
30500130009,14
30500130010,4
30500130011,14
30500130012,12
30500130013,16
30500130014,14
30500130015,14
30500130016,15
30500130017,15
30500130018,15
30500130019,10
30500130020,13
30500130021,14
30500130022,14
30500130023,14
30500130024,15
30500130025,14
30500130026,14
30500130027,15
30500130028,15
30500130029,10
30500130030,15
30500130031,14
30500130032,12
30500130033,11
30500130034,14
30500130035,14
30500130036,10
30500130037,15
30500130038,14
30500130039,12
30500130040,14
30500130041,12
30500130042,14
30500130043,14
30500290001,12
30500290002,10
30500290003,11
30500290004,7
30500290005,12
30500290006,7
30500290007,7
30500290008,10
30500290009,7
30500290010,10
30500290011,11
30500290012,12
30500290013,13
30500290014,10
30500290015,10
30500290016,12
30500290017,11
30500290018,12
30500290019,12
30500290020,14
30500290021,10
30500290022,12
30500290023,15
30500290024,14
30500290025,14
30500290026,15
30500290027,14
30500290029,12
30500290030,14
30500290031,14
30500290032,14
30500290033,14
30500290034,14
30500290035,14
30500290036,14
